,participant,original_text,text,label
7446,2, ok Your welcome .. I will take the discount offer off ',ok your welcome will take the discount offer off,help_discount_price
7450,1, i am fine and what about u,be fine and what about,ok_laptop_fine_thank
7451,2, I am fine .. Thanks,be fine thank,ok_laptop_fine_thank
7453,1, i am looking for big data projects,be look for big datum project,look_project_data_science
7457,1," before going for subscription mode, can i see any 1 project as demo",before go for subscription mode can see any project as demo,demo_demo_session
7462,1, i ok for schedule a meeting,ok for schedule meeting,schedule_session_pm_today
7465,2, what time would you recommend the session,what time would you recommend the session,like_project_month
7466,1, tomorrow 12.30 PM or 2.00 PM,tomorrow pm or pm,time_time_tomorrow_pm
7469,2, 2 pom fine,pom fine,like_project_month
7470,2, 2 pm,pm,like_project_month
7471,2, My team has sent you the invite,my team have send you the invite,send_invite_team_calendar
7473,1, i can't see any thing for accept,can not see any thing for accept,like_project_month
7474,2, can you refresh your email,can you refresh your email,click_address_email_password
7475,2, its been sent to,its be send to,send_email_team
7476,1, i got email but in that mail there is option for accepting the meeting,get email but in that mail there be option for accept the meeting,send_email_team
7477,2, let me ask my team to resend it,let I ask my team to resend it,send_email_team
7478,2, pls check now,pls check now,like_project_month
7483,1, are these projects free to access,be these project free to access,access_access_project_year
7485,2, its paid service,its pay service,like_project_month
7486,1, how much is the price?,how much be the price,look_price_fee
7488,1, python machine learning,python machine learning,python_python_project
7492,1," i can't provide details, please let me know the price first",can not provide detail please let I know the price first,like_project_month
7493,2, 12  months access is for 1080$.,month access be for,access_access_month
7494,2, student disocunted price is 684$,student disocunte price be,discount_price_student
7495,1, what i get in this price?,what get in this price,look_price_fee
7496,2, you get an access to our current library of 230 projects . all the 15 to 20 projects that we add month to month,you get an access to our current library of project all the to project that we add month to month,like_project_month
7499,2, Each of the 230+ projects have the following -,each of the project have the following,following_project_monnth
7500,1," So in that case I just have to see the project code, there is no learning curve",so in that case just have to see the project code there be no learning curve,want_project_level
7501,2, no we provide learning path,no we provide learn path,provide_trial_platform_demo
7504,2, to get a complete insight of our platform,to get complete insight of our platform,walk_insight_platform_project
7505,1, yes if there is trial i would like to try it,yes if there be trial would like to try it,like_project_month
7509,1, what will be there in demo?,what will be there in demo,demo_demo_session
7510,2," a walk through to our platform , projects",walk through to our platform project,walk_insight_platform_project
7511,1, around 11:45 AM EST today,around be est today,time_time_tomorrow_pm
7514,1, will it be zoom  / call,will it be zoom call,arrange_conversation_level_team
7516,1, ok then contact number is not required,ok then contact number be not require,provide_number_contact
7517,2, please join the meet on time,please join the meet on time,like_project_month
7524,1, i want to know if there is SAP related projects?,want to know if there be sap related project,want_project_level
7525,2, NO,no,nope_affiliate_universit
7526,1, is there any discounts for students?,be there any discount for student,like_project_month
7529,2, 12 months access is for 1080$ and for students 619$,month access be for and for student,access_access_month
7530,1, is it monthly installments or yearly ?,be it monthly installment or yearly,pay_subscription_month
7531,2, its yearly 619 you can pay in monthly installments but your credit score will be checked,its yearly you can pay in monthly installment but your credit score will be check,depend_score_credit_history
7532,1, okay i will pay montly so whats the montly cost ?,okay will pay montly so what the montly cost,like_project_month
7534,1, you said for 619 i can pay monthly,you say for can pay monthly,pay_subscription_month
7535,2, its annual subscription which you can pay in installments,its annual subscription which you can pay in installment,pay_subscription_month
7536,2, their will be a minimul interets,their will be minimul interet,like_project_month
7537,1, okay whats the installments,okay what the installment,like_project_month
7538,2, you should be eligible for installments,you should be eligible for installment,pay_link_payment_time
7539,2, and very important your services will be activated on your college email,and very important your service will be activate on your college email,send_email_team
7540,2, let me give you the link,let I give you the link,like_project_month
