participant,original_text,text,label,label_number,type
2,after 12 months you can renew,month renew,cost_discussion,2,Response
2,i can help you with corporate discounts,help corporate discount,project_information,1,Response
2,lifetime access post discount is 145000/-,lifetime access post discount,discount,5,Response
1,yes I would like demo but let me brose all project desc and tech,yes would like demo let brose project desc tech,trial_demo_discussion,3,Response
2,let me drop you an email  that will help you,let drop email help,send_email,10,Response
1,"Hi, do you have discount for students, why it is too expensive? I really need something like that but I can not afford 1200 dollar",hi discount student expensive really need something like afford dollar,discount,5,Query
2,student discounted price  is 684$,student discount price,discount,5,Response
1,it's considerable. thanks,considerable thank,agree,4,Response
1,I did not yet receive any email,yet receive email,send_email,10,Response
2,shall i give you the payment link,shall give payment link,cost_discussion,2,Query
1,could you please email it to me,could please email,send_email,10,Query
2,will ask my team to do,ask team,send_email,10,Response
2,the link is active for 30 minutes,link active minute,enrollment,7,Response
2,use your college email id,use college email,send_email,10,Response
2,while enrolling,enrol,project_information,1,Response
2,its mandatory,mandatory,other,11,Response
1,"Another question, I did not find anything regarding ""design of experiment""",another question find anything regard design experiment,project_information,1,Query
2,what do you mean by   design of experiment,mean design experiment,project_information,1,Query
1,should I make another account with my uni email?,make another account uni email,send_email,10,Query
2,give me your actual email not the student one,give actual email student one,provide_contact,12,Query
1,but you said use your college id,say use college,send_email,10,Query
1,*email,email,send_email,10,Query
2,since its a student discounted price,since student discount price,discount,5,Response
2,you need to use your college email id while making payment,need use college email make payment,project_information,1,Response
1,aha I see!,aha see,project_information,1,Response
2,enroll now,enroll,enrollment,7,Response
2,email has been send,email send,send_email,10,Response
2,student discounted price is 850$,student discount price,discount,5,Response
2,i gave you an offer,give offer,cost_discussion,2,Response
1,you just said 684 $,say,cost_discussion,2,Response
2,its an offer and gave you a link for that,offer give link,enrollment,7,Response
2,can you enroll now,enroll,enrollment,7,Response
2,the link will expire,link expire,enrollment,7,Response
1,"it worked, thanks",work thank,agree,4,Response
1,I want one project to be executed,want one project execute,project_want,8,Query
1,how can you help me in that,help,project_want,8,Query
2,we provide mentorship sessions,provide mentorship session,project_information,1,Response
1,after enrollement,enrollement,project_information,1,Response
1,can I get the project done,get project,project_information,1,Query
1,I am an academics background,academic background,project_information,1,Query
1,actually I want to do project on anomaly detection using python,actually want project anomaly detection use python,project_information,1,Query
1,with ML techniques,ml technique,project_want,8,Query
2,we do have similar project,similar project,project_information,1,Response
1,Actually I am looking for the code..like implementation part,actually look codelike implementation part,project_want,8,Query
1,can u ppl help me out for execution,ppl help execution,project_want,8,Query
1,so I am looking for autoencoders stuff,look autoencoder stuff,project_information,1,Query
1,to execute with LSTM,execute lstm,project_want,8,Query
1,so can u do this part of implementation work,part implementation work,project_information,1,Query
1,demo will be by whom,demo,trial_demo_discussion,3,Query
2,Demo will be given by our team . Its a 30 minute one on one session to give an insight of our platform,demo give team minute one one session give insight platform,trial_demo_discussion,3,Response
2,if you want to access projects or,want access project,project_information,1,Response
1,hello Anjali,hello anjali,greetings,14,Query
1,I am looking sql server project for data analysis,look sql server project datum analysis,project_want,8,Query
1,"sql server, msbi, power bi",sql server msbi power bi,project_want,8,Query
1,My name is,name,client_info,6,Response
1,My email id,email,client_info,6,Response
1,"Tomarrow, 1.30 pm India time",tomarrow pm india time,trial_demo_discussion,3,Response
1,Are you sending email regarding tomarrows demo,send email regard tomarrow demo,send_email,10,Query
2,please  provide your contact number,please provide contact number,provide_contact,12,Query
1,Will you give project training ?,give project training,trial_demo_discussion,3,Query
1,or will u give only project code ?,give project code,trial_demo_discussion,3,Query
1,"If i do sql server project for data analysis ,,,,, Can i place this project in my resume & also can i do the projects in software company???? (I mean ... can i do real time projects in real world)",sql server project datum analysis place project resume also project software company mean real time project real world,project_information,1,Query
1,Thank you...,thank,agree,4,Response
1,How much u charge ?,much charge,cost_discussion,2,Query
2,you can check the  discount on demo,check discount demo,trial_demo_discussion,3,Response
1,any demo source code(sql for data analysis)..... can i get?,demo source codesql datum analysis get,project_information,1,Query
2,with out enrolling you cant,enrol,project_information,1,Response
1,Enrolling means... i have to pay right?,enrolling mean pay right,cost_discussion,2,Query
